reference_no,pubyr,author1last,author2last,reftitle,doi,publication_type,complete_aff,grid_code,samp_country,aff_country1,aff_country2,aff_country3,aff_country4,aff_country5,aff_country6,aff_country7,amber
66854,2015,LourenÃƒÂ§o,,"Clarification of the familiar status of the genus Palaeoburmesebuthus LourenÃƒÂ§o, 2002 from Cretaceous Burmese amber (Scorpiones: Archaeobuthidae: Palaeoburmesebuthinae)",,book chapter,"MusÃ¯Â¿Â½um national dÃ¯Â¿Â½Histoire naturelle, DÃ¯Â¿Â½partement SystÃ¯Â¿Â½matique et Evolution, UMR7205, CP 053, 57 rue Cuvier, 75005 Paris, France",,Myanmar (Burma),France,,,,,,,yes
66855,2015,LourenÃƒÂ§o,Beigel,"A new genus and species of Palaeoburmesebuthinae LourenÃƒÂ§o, 2015 (Scorpiones: Archaeobuthidae) from Cretaceous amber of Myanmar",,book chapter,"MusÃ¯Â¿Â½um national dÃ¯Â¿Â½Histoire naturelle, DÃ¯Â¿Â½partement SystÃ¯Â¿Â½matique et Evolution, UMR7205, CP 053, 57 rue Cuvier, 75005 Paris, France",,Myanmar (Burma),France,,,,,,,yes
55259,2015,VrÃ…Â¡anskÃƒÂ½,Bechly,New predatory cockroaches (Insecta: Blattaria: Manipulatoridae fam. n.) from the Upper Cretaceous Myanmar amber,10.1515/geoca-2015-0015,journal article,"Geological Institute SAS, DÃ¯Â¿Â½bravskÃ¯Â¿Â½ cesta 9, P.O.Box 106, SK-840 05 Bratislava, Slovak Republic; geolvrsa@savba.sk2Staatliches Museum fÃ¯Â¿Â½r Naturkunde Stuttgart, Rosenstein 1, D-70191 Stuttgart, Germany; guenter.bechly@smns-bw.de",,Myanmar (Burma),Slovakia,Germany,,,,,,yes
66829,2015,Wunderlich,,"On the evolution and the classification of spiders, the Mesozoic spider faunas, and descriptions of new Cretaceous taxa mainly in amber from Myanmar (Burma) (Arachnida: Araneae)",,book chapter,"Oberer Haeuselbergweg 24, 69493 Hirschberg, Germany.",,Myanmar (Burma),Germany,,,,,,,yes
66852,2015,Wunderlich,,"New and rare fossil Arachnida in Cretaceous Burmese amber (Amblypygi, Ricinulei and Uropygi: Thelyphonida)",,book chapter,"Oberer Haeuselbergweg 24, 69493 Hirschberg, Germany.",,Myanmar (Burma),Germany,,,,,,,yes
50929,2014,Davis,Engel,"A new genus of nemonychid weevil from Burmese amber (Coleoptera, Curculionoidea)",10.3897/zookeys.405.6475,journal article,"Division of Entomology, Natural History Museum, and Department of Ecology & Evolutionary Biology, 1501 Crestline Drive Ã¯Â¿Â½ Suite 140, University of Kansas, Lawrence, Kansas 66045, USA",,Myanmar (Burma),USA,,,,,,,yes
50004,2014,Engel,Grimaldi,New mid-Cretaceous earwigs in amber from Myanmar (Dermaptera),10.17161/np.v0i6.4676,serial monograph,"Division of Invertebrate Zoology, American Museum of Natural History, Central Park West;at 79"" Street, New York, New York 10024-5192, and Division of Entomology, Natural History;Museum and Department of Ecology & Evolutionary Biology, 1501 Crestline Drive Ã¯Â¿Â½ Suite 140,;University of Kansas, Lawrence, Kansas 66045 (msengel@ku.edu; mengel@amnh.org).;* Division of Invertebrate Zoology, American Museum of Natural History, Central Park West;at 79"" Street, New York, New York 10024-5192 (grimaldi@amnh.org).",grid.266515.3;grid.241963.b,Myanmar (Burma),USA,,,,,,,yes
52166,2014,Engel,Grimaldi,"Whipspiders (Arachnida: Amblypygi) in amber from the early Eocene and mid-Cretaceous, including maternal care",10.17161/np.v0i9.4765,serial monograph,"Division of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th Street, New York, New York 10024-5192, and Division of Entomology, Natural History Museum and Department of Ecology & Evolutionary Biology, 1501 Crestline Drive Ã¯Â¿Â½ Suite 140, University of Kansas, Lawrence, Kansas 66045, USA (msengel@ku.edu; mengel@amnh.org).2 Division of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th Street, New York, New York 10024-5192, USA",grid.266515.3;grid.241963.b,Myanmar (Burma),USA,,,,,,,yes
53567,2014,Olmi,Xu,Descriptions of new fossil taxa of Dryinidae (Hymenoptera: Chrysidoidea) from Burmese amber (Myanmar),,journal article,"1) Tropical Entomology Research Center, Via De Gasperi 10, I-01100 Viterbo, Italy; e-mail: olmi@unitus.it2) College of Natural Resources and Environment, South China Agricultural University, Guangzhou, Guangdong 510640, P. R. China; e-mail: xuzaifu@scau.edu.cn3) Department of Agriculture, Forests, Nature and Energy, University of Tuscia, Via San Camillo de Lellis, I-01100 Viterbo, Italy;",,Myanmar (Burma),Italy,China,,,,,,yes
54490,2014,Popov,Heiss,"Grimaldinia pronotalis n. gen., n. sp. from Mid-Cretaceous Burmese Amber (Hemiptera: Heteroptera, Leptopodidae, Leptosaldinae)",10.11646/zootaxa.3878.5.,journal article,"1Paleontological Institute, Russian Academy of Sciences, Profsoyuznaya str. 123, 117997 Moscow, Russia. E-mail: popovpin@gmail.com2Entomology Research Associate, Tiroler Landesmuseum, Josef-Schraffl-Strasse 2a, A-6020 Innsbruck, Austria",,Myanmar (Burma),Russia,Austria,,,,,,yes
50291,2013,Ain Malak,SalamÃƒÂ©,New phlebotomine flies from Burmese amber (Diptera: Psychodidae: Phlebotominae),10.1163/18749836-06021060,journal article,"Lebanese University, Faculty of Sciences II, Department of Natural Sciences, Fanar, Fanar - MatnP. O. Box 26110217, Lebanon",,Myanmar (Burma),Lebanon,,,,,,,yes
47310,2013,Barden,Grimaldi,A new genus of highly specialized ants in Cretaceous Burmese amber (Hymenoptera: Formicidae),10.11646/zootaxa.3681.4.5,journal article,"Division of Invertebrate Zoology and Richard Gilder Graduate School, American Museum of Natural History, New York, New York",,Myanmar (Burma),USA,,,,,,,yes
48190,2013,Engel,Grimaldi,"Zoropelecinus zigrasi, a pelecinid wasp in mid-Cretaceous amber from Myanmar (Hymenoptera: Pelecinidae)",10.17161/np.v0i4.4571,serial monograph,University of Kansas,,Myanmar (Burma),USA,,,,,,,yes
48248,2013,Engel,Grimaldi,"A stephanid wasp in mid-Cretaceous Burmese amber (Hymenoptera: Stephanidae), with comments on the antiquity of the hymenopteran radiation",10.2317/jkes130206.1,journal article,"1 University of Kansas, Lawrence, Kansas 66045. e-mail: msengel@ku.edu 2 Division of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th Street, New York, New York 10024-5192. e-mail: grimaldi@amnh.org 3 Division of Entomology, Natural History Museum, 1501 Crestline Drive-Suite 140, University of Kansas, Lawrence, Kansa",grid.266515.3;grid.241963.b,Myanmar (Burma),USA,,,,,,,yes
48250,2013,Grimaldi,Engel,The relict scorpionfly family Meropeidae (Mecoptera) in Cretaceous amber,10.2317/jkes130219.1,journal article,"1 Division of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th St., New York, New York 10024-5192. e-mail: grimaldi@amnh.org 2 Division of Invertebrate Zoology, American Museum of Natural History; and Division of Entomology (Paleoentomology), Natural History Museum, and Department of Ecology and Evolutionary Biology, 1501 Crestline Drive - Suite 140, University of Kansas, Lawrence, Kans",,Myanmar (Burma),USA,,,,,,,yes
50765,2013,Krzemiski,Azar,"Nannotanyderus ansorgei sp. n., the first member of the family Tanyderidae from Lebanese amber (Lower Cretaceous)",10.1163/9789004210714_010,book chapter,NA,,Myanmar (Burma),Poland,Lebanon,,,,,,yes
55976,2013,LourenÃƒÂ§o,,"A new species of Chaerilobuthus LourenÃƒÂ§o & Beigel, 2011 from Cretaceous Burmese amber (Scorpiones: Chaerilobuthidae)",,journal article,"MusÃ¯Â¿Â½um national dÃ¯Â¿Â½Histoire naturelle, DÃ¯Â¿Â½partement SystÃ¯Â¿Â½matique et Evolution, UMR7205,CP 053, 57 rue Cuvier, 75005 Paris, France: ",,Myanmar (Burma),France,,,,,,,yes
46707,2013,Mendes,Wunderlich,New data on thysanurans preserved in Burmese amber (Microcoryphia and Zygentoma Insecta),,journal article,"1 Instituto de InvestigaÃ¯Â¿Â½Ã¯Â¿Â½o CientÃ¯Â¿Â½fica Tropical (IICT), Jardim BotÃ¯Â¿Â½nico Tropical / Zoologia. R. da Junqueira, 14, 1300-343 Lisboa, Portugal 2 Oberer HÃ¯Â¿Â½uselbergweg 24, 69493 Hirschberg, Germany",,Myanmar (Burma),Portugal,Germany,,,,,,yes
43151,2012,Chatzimanolis,Cashion,A new genus of Ptilodactylidae (Coleoptera: Byrrhoidea) in mid-Cretaceous amber from Myanmar (Burma),10.5252/g2012n3a6,journal article,"Stylianos CHATZIMANOLIS Molly E. CASHIONDepartment of Biological and Environmental Sciences, The University of Tennessee at Chattanooga, 615 McCallie Ave. Dept 2653, Chattanooga, TN 37403 (USA)stylianos-chatzimanolis@utc.edumolly-cashion@utc.eduMichael S. ENGEL Zachary H. FALINDivision of Entomology, Natural History Museum and Department of Ecology & Evolutionary Biology, 1501 Crestline Drive Ã¯Â¿Â½ Suite 140, University of Kansas, Lawrence, KS 66045 (USA)",,Myanmar (Burma),USA,,,,,,,yes
55504,2012,Heiss,Poinar,"New Aradidae in Mesozoic Burmese amber (Hemiptera, Heteroptera)",,journal article,"1 Entomology Research Associate, Tiroler Landesmuseum Ferdinandeum, Josef-Schraffl-Strasse 2a, 6020 Innsbruck, Austria; e-mail: aradus@aon.at2 Courtesy Professor, Department of Zoology, 3029 Cordley Hall,Oregon State University, Corvallis, Or-egon 97331Ã¯Â¿Â½2914 USA",,Myanmar (Burma),Austria,USA,,,,,,yes
49621,2012,LourenÃƒÂ§o,,"About the scorpion fossils from the Cretaceous amber of Myanmar (Burma) with the descriptions of a new family, genus and species",,journal article,"Museum National d'Histoire Naturelle, Departement Systematique et Evolution, ParÃ¯Â¿Â½s. Francia",,Myanmar (Burma),France,,,,,,,yes
47717,2012,Wunderlich,,"On the fossil spider (Araneae) fauna in Cretaeous ambers, with descriptions of new taxa from Myanmar (Burma) and Jordan, and on the relationships of the superfamily Leptonetoidea",,book chapter,"Joerg Wunderlich, 69493 Hirschberg, Germany",,Myanmar (Burma),Germany,,,,,,,yes
47718,2012,Wunderlich,,"Description of the first fossil Ricinulei in amber from Burma (Myanmar), the first report of this arachnid order from the Mesozoic and from Asia, with notes on the related extinct order Trigonotarbida",,book chapter,"Joerg Wunderlich, 69493 Hirschberg, Germany",,Myanmar (Burma),Germany,,,,,,,yes
47713,2011,Wunderlich,,Some fossil spiders (Araneae) in Cretaceous ambers,,book chapter,"Joerg Wunderlich, 69493 Hirschberg, Germany",,Myanmar (Burma),Germany,,,,,,,yes
51633,2010,Engel,,A primitive anobiid beetle in mid-Cretaceous amber from Myanmar (Coleoptera: Anobiidae),,journal article,"Division of Entomology (Paleoentomology), Natural History Museum, and Department of Ecology & Evolutionary Biology, 1501 Crestline Drive Ã¯Â¿Â½ Suite 140, University of Kansas, Lawrence, Kansas 66049-2811",,Myanmar (Burma),USA,,,,,,,yes
39644,2010,PeÃƒÂ±alver,Grimaldi,"Latest occurrences of the Mesozoic family Elcanidae (Insecta: Orthoptera), in Cretaceous amber from Myanmar and Spain",,journal article,"(1) Museo Geominero, Instituto GeolÃ¯Â¿Â½gico y Minero de EspaÃ¯Â¿Â½a, RÃ¯Â¿Â½os Rosas 23, E-28003 Madrid, Spain(2) Division of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th St., New York, New York 10024-5192, USA",,Myanmar (Burma),Spain,USA,,,,,,yes
39308,2010,Poinar,Bechly,First record of Odonata and a new subfamily of damselflies from Early Cretaceous Burmese amber,,journal article,"Dr. GEORGE POINAR Jr., Department of Zoology, Oregon State University, Corvallis, OR 97331, U.S.A.E-mail: poinarg@science.oregonstate.eduDr. GÃ¯Â¿Â½NTER BECHLY, Staatliches Museum fÃ¯Â¿Â½r Naturkunde Stuttgart, Rosenstein 1, 70191 Stuttgart, GermanyE-mail: guenter.bechly@ smns-bw.deRON BUCKLEY, 9635 Sumter Ridge, Florence, Kentucky 41042-8355, U.S.A",,Myanmar (Burma),USA,Germany,,,,,,yes
39843,2009,Engel,Ortega-Blanco,A remarkable tiphiiform wasp in mid-Cretaceous amber from Myanmar (Hymenoptera: Tiphiidae),,journal article,"1. Division of Entomology (Paleoentomology), Natural History Museum, and Department of Ecology & Evolutionary Biology, 1501 Crestline Drive, Suite 140, University of Kansas, Lawrence, Kansas 66049-2811 - msengel@ku.edu; danben@ku.edu 2. Department dy EstratigrafÃ­a, Paleontologia i GeociÃ¨ncies Marines, Facultai de Geologia, UniversitÃ¤t d",,Myanmar (Burma),USA,Spain,,,,,,yes
39305,2009,Heads,,A new pygmy mole cricket in Cretaceous amber from Burma (Orthoptera: Tridactylidae),,journal article,"Sam W. HEADSPalaeobiology Research GroupSchool of Earth and Environmental SciencesUniversity of Portsmouth, UK",,Myanmar (Burma),UK,,,,,,,yes
45478,2009,Kirejtshuk,,"A new genus and species of Sphaeriusidae (Coleoptera, Myxophaga) from Lower Cretaceous Burmese amber",,journal article,"Zoological Institute Russian Academy of SciencesUniversitetskaya emb., 1St. Petersburg, 199034, Russia",,Myanmar (Burma),Russia,,,,,,,yes
54827,2009,Podenas,Poinar,New crane flies (Diptera: Limoniidae) from Burmese amber,10.4289/0013-8797-111.2.470,journal article,"(SP) Institute of Ecology of Vilnius University, Akademijos 2, LT-08412 Vilnius-21, Lithuania (e-mail: sigitas.podenas@gf.vu.lt); (GOP) Department ofZoology,Oregon State University, Corvallis, OR 97331, U.S.A. ",,Myanmar (Burma),Lithuania,USA,,,,,,yes
39563,2009,Poinar,Brown,"Anchineus dolichobothris, a new genus and species of Early Cretaceous weevils (Curculionoidea: Coleoptera) in Burmese amber",10.4289/0013-8797-111.1.263,journal article,"(SP) Institute of Ecology of Vilnius University, Akademijos 2, LT-08412 Vilnius-21, Lithuania (e-mail: sigitas.podenas@gf.vu.lt); (GOP) Department ofZoology,Oregon State University, Corvallis, OR 97331, U.S.A. ",,Myanmar (Burma),Lithuania,USA,,,,,,yes
54732,2009,Poinar,Brown,"Pantostictus burmanicus, a new genus and species of Cretaceous beetles (Coleoptera: Hydrophiloidea: Histeridae) in Burmese amber",10.4289/0013-8797-111.1.38,journal article,"(SP) Institute of Ecology of Vilnius University, Akademijos 2, LT-08412 Vilnius-21, Lithuania (e-mail: sigitas.podenas@gf.vu.lt); (GOP) Department ofZoology,Oregon State University, Corvallis, OR 97331, U.S.A. ",,Myanmar (Burma),Lithuania,USA,,,,,,yes
39230,2008,Engel,,The wasp family Rhopalosomatidae in mid-Cretaceous amber from Myanmar (Hymenoptera: Vespoidea),,journal article,"Division of Entomology (Paleoentomology), Natural History Museum and Department of Ecology & Evolutionary Biology, University of Kansas, USA",grid.266515.3,Myanmar (Burma),USA,,,,,,,yes
39319,2008,Engel,,A stem-group cimicid in mid-Cretaceous amber from Myanmar (Hemiptera: Cimicoidea),,journal article,"Division of Entomology (Paleoentomology), Natural History Museum and Department of Ecology & Evolutionary Biology, University of Kansas, USA",grid.266515.3,Myanmar (Burma),USA,,,,,,,yes
45386,2008,Engel,Grimaldi,A jugular-horned beetle in Cretaceous amber from Myanmar (Coleoptera: Prostomidae),,journal article,"1 Division of Entomology (Paleoentomology), Natural History Museum, and Department of Ecology & Evolutionary Biology, 1501 Crestline Drive â€“ Suite 140, University of Kansas, Lawrence, Kansas 66049-2811, United States.E-mail: msengel@ku.edu2 Division of Invertebrate Zoology (Entomology), American Museum of Natural History, Central Park West at 79th Street, New York, New York 10024-5192, United States.",grid.266515.3;grid.241963.b,Myanmar (Burma),USA,,,,,,,yes
49331,2008,Engel,Grimaldi,"Diverse Neuropterida in Cretaceous amber, with particular reference to the paleofauna of Myanmar (Insecta)",,serial monograph,"Division of Entomology, Natural History Museum and Department of Ecology and Evolutionary Biology , University of Kansas , Snow Hall, 1460 Jayhawk Boulevard, Lawrence, KA, 66045ï¿½7523, USA",,Myanmar (Burma),USA,,,,,,,yes
45309,2008,Grimaldi,Engel,"An unusual, primitive Piesmatidae (Insecta: Heteroptera) in Cretaceous amber from Myanmar (Burma)",10.1206/0003-0082(2008)3611[1:auppih]2.0.co;2,serial monograph,"Division of Invertebrate Zoology (Entomology), American Museum of Natural History (grimaldi@amnh.org).2Division of Invertebrate Zoology (Entomology), American Museum of Natural History; Division of Entomology(Paleoentomology), Natural History Museum, and Department of Ecology & Evolutionary Biology, 1501 Crestline Driveâ€“ Suite 140, University of Kansas, Lawrence, Kansas 66049-2811 (msengel@ku.edu).",,Myanmar (Burma),USA,,,,,,,yes
40321,2008,McCafferty,Santiago-Blay,A new Cretaceous mayfly from Burmese amber (Ephemeroptera: Australiphemeridae),10.3157/0013-872x-119.5.492,journal article,"Department of Entomology, Purdue University, West Lafayette, Indiana 47907 U.S.A. E-mail:mccaffer@purdue.edu. Corresponding Author.3Washington, District of Columbia U.S.A",,Myanmar (Burma),USA,,,,,,,yes
39315,2008,Poinar,Kirejtshuk,"Pleuroceratos burmiticus n. gen., n. sp. (Coleoptera: Silvanidae) from Early Cretaceous Burmese amber",10.4289/0013-8797-110.1.250,journal article,"Department of Zoology, Oregon State University, Corvallis, OR 97331, U.S.A.; Laboratory of Insect Systematics, Zoological Institute of Russian Academy of Sciences, St. Petersburg 199034, Russia;635 Sumpter Road, Florence, KY 41042-8355, U.S.A.",,Myanmar (Burma),USA,Russia,,,,,,yes
53273,2008,Poinar,Buckley,"Compluriscutula vetulum (Acari: Ixodida: Ixodidae), a new genus and species of hard tick from Lower Cretaceous Burmese amber",10.4289/07-014.1,journal article,"Department of Entomology, Oregon State University, Corvallis, OR 97331, U.S.A.;635 Sumter Road, Florence, KY 41042, U.S.A.",,Myanmar (Burma),USA,,,,,,,yes
40769,2008,Poinar,,"Palaeosiro burmanicum n. gen., n. sp., a fossil Cyphophthalmi (Arachnida: Opiliones: Sironidae) in early Cretaceous Burmese amber",,book chapter,"Department of Entomology, Oregon State University, Corvallis, OR 97331, U.S.A",,Myanmar (Burma),USA,,,,,,,yes
47530,2008,Wunderlich,,"Descriptions of fossil spider (Araneae) taxa mainly in Baltic amber, as well as on certain related extant taxa",,journal article,Independent researcher,,Myanmar (Burma),Germany,,,,,,,yes
40135,2007,Engel,Grimaldi,New False Fairy Wasps in Cretaceous Amber from New Jersey and Myanmar (Hymenoptera: Mymarommatoidea),10.1660/0022-8443(2007)110[159:nffwic]2.0.co;2,journal article,"Division of Entomology, Natural History Museum and Department of Ecology and Evolutionary Biology , University of Kansas , Snow Hall, 1460 Jayhawk Boulevard, Lawrence, KA, 66045ï¿½7523, USA\nDivision of Invertebrates , American Museum of Natural History , Central Park West at 79th St., New York, New York, 10024ï¿½5192, USA",,Myanmar (Burma),USA,,,,,,,yes
47994,2007,Perrichot,Engel,"Early Cretaceous snakefly larvae in amber from Lebanon, Myanmar, and France (Raphidioptera)",10.1206/0003-0082(2007)3598[1:ecslia]2.0.co;2,journal article,"Museum fur Naturkunde der Humboldt-Universitat zu Berlin, Institut fur Palaontologie, Invalidenstraï¿½e 43, D-10115 Berlin, Germany\nDivision of Invertebrate Zoology, American Museum of Natural History; Division of Entomology (Paleoentomology), Natural History Museum, and Department of Ecology & Evolutionary Biology, 1501 Crestline Drive-Suite #140, University of Kansas, Lawrence, Kansas 66049-2811",,Myanmar (Burma),Germany,USA,,,,,,yes
40746,2007,Poinar,Szadziewski,"Corethrella andersoni (Diptera: Corethrellidae), a new species from Lower cretaceous Burmese amber",,journal article,"Department of Zoology, Oregon State University, Corvallis, OR 97331,U.S.A.\nUniversity of Gdansk, Gda_sk, Poland",,Myanmar (Burma),Poland,USA,,,,,,yes
48675,2007,Poinar,Gorochov,"Longioculus burmensis, n. gen., n. sp. (Orthoptera: Elcanidae) in Burmese amber",,journal article,"Department of Zoology, Oregon State University, Corvallis, OR 97331,U.S.A.\nZoological Institute, RussianAcademy of Sciences, S. Petersburg 199034, Russia\n9635 Sumpter Road, Florence, KY 41042-8355, U.S.A.",,Myanmar (Burma),Russia,USA,,,,,,yes
45302,2006,Engel,,Two ensign wasps in Cretaceous amber from New Jersey and Myanmar (Hymenoptera: Evaniidae),,journal article,"Division of Entomology, Natural History Museum and Department of Ecology and Evolutionary Biology , University of Kansas , Snow Hall, 1460 Jayhawk Boulevard, Lawrence, KA, 66045ï¿½7523, USA",,Myanmar (Burma),USA,,,,,,,yes
39311,2006,Kirejtshuk,Poinar,"Haplochelidae, a new family of Cretaceous beetles (Coleoptera: Myxophaga) from Burmese amber",,journal article,"Russian Academy of Sciences, Moscow, Russia\nDepartment of Zoology, Oregon State University, Corvallis, OR 97331, U.S.A",,Myanmar (Burma),Russia,USA,,,,,,yes
39564,2006,Poinar,,"Mesophyletis calhouni (Mesophyletinae), a new genus, species, and subfamily of early cretaceous weevils (Coleoptera: Curculionoidea: Eccoptarthridae) in burmese amber",,journal article,"Department of Zoology, Oregon State University, Corvallis, OR 97331, U.S.A",,Myanmar (Burma),USA,,,,,,,yes
40770,2005,Bennett,Engel,A primitive sapygid wasp in Burmese amber (Hymenoptera: Sapygidae),,journal article,"Division of Entomology, Natural History Museum, and Department of Ecology & Evolutionary Biology, 1460 Jayhawk Boulevard, Snow Hall, University of Kansas, Lawrence, Kansas 66045-7523, United States",,Myanmar (Burma),USA,,,,,,,yes
36535,2005,Engel,Grimaldi,"Primitive New Ants in Cretaceous Amber from Myanmar, New Jersey, and Canada (Hymenoptera: Formicidae)",10.1206/0003-0082(2005)485[0001:pnaica]2.0.co;2,journal article,"Division of Entomology, Natural History Museum and Department of Ecology and Evolutionary Biology , University of Kansas , Snow Hall, 1460 Jayhawk Boulevard, Lawrence, KA, 66045ï¿½7523, USA\nDivision of Invertebrates , American Museum of Natural History , Central Park West at 79th St., New York, New York, 10024ï¿½5192, USA",,Myanmar (Burma),USA,,,,,,,yes
50148,2005,Engel,,A dryinine wasp in Burmese amber (Hymenopter: Dryinidae),,journal article,"Division of Entomology, Natural History Museum and Department of Ecology and Evolutionary Biology , University of Kansas , Snow Hall, 1460 Jayhawk Boulevard, Lawrence, KA, 66045ï¿½7523, USA",,Myanmar (Burma),USA,,,,,,,yes
51575,2005,Grimaldi,Kathirithamby,Strepsiptera and triungula in Cretaceous amber,,journal article,"Division of Invertebrates , American Museum of Natural History , Central Park West at 79th St., New York, New York, 10024ï¿½5192, USA\nUniversity of Oxford, UK",,Myanmar (Burma),USA,UK,,,,,,yes
39312,2005,Poinar,Brown,New Aphidoidea (Hemiptera: Sternorrhyncha) in Burmese amber,,journal article,"Oregan State University, Corvallis, Oregan, USA\n629 Euclid Avenue, Berkeley, California, USA",,Myanmar (Burma),USA,,,,,,,yes
39318,2005,Szadziewski,Poinar,Additional biting midges (Diptera: Ceratopogonidae) from Burmese amber,,journal article,"University of Gdansk, Gdynia, Poland\nOregan State University, Corvallis, Oregan, USA",,Myanmar (Burma),Poland,USA,,,,,,yes
39398,2004,Blagoderov,Grimaldi,"Fossil Sciaroidea (Diptera) in Cretaceous ambers, exclusive of Cecidomyiidae, Sciaridae, and Keroplatidae",10.1206/0003-0082(2004)433<0001:fsdica>2.0.co;2,journal article,"Division of Invertebrate Zoology (Entomology), American Museum of Natural History, USA\nPaleontological Institute of Russian Academy of Sciences, Moscow, USA",,Myanmar (Burma),Russia,USA,,,,,,yes
39304,2004,Borkent,Grimaldi,"The earliest fossil mosquito (Diptera: Culicidae), in mid-Cretaceous Burmese amber",10.1603/0013-8746(2004)097[0882:tefmdc]2.0.co;2,journal article,"Royal British Columbia Museum, American Museum of Natural History and Instituto Nacional de Biodiversidad,1171 Mallory Rd.,Enderby,British Columbia,V0E 1V3 Canada.\nDivision of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th St.,New York,NY 10024 _5192, USA",,Myanmar (Burma),USA,,,,,,,yes
39098,2004,Engel,,The dustywings in Cretaceous Burmese amber (Insecta: Neuroptera: Coniopterygidae),,journal article,"Division of Entomology, Natural History Museum and Department of Ecology and Evolutionary Biology , University of Kansas , Snow Hall, 1460 Jayhawk Boulevard, Lawrence, KA, 66045ï¿½7523, USA",,Myanmar (Burma),USA,,,,,,,yes
39295,2004,Engel,,Thorny lacewings (neuroptera: Rhachiberothidae) in Cretaceous Amber from Myanmar,,journal article,"Division of Entomology, Natural History Museum and Department of Ecology and Evolutionary Biology , University of Kansas , Snow Hall, 1460 Jayhawk Boulevard, Lawrence, KA, 66045ï¿½7523, USA",,Myanmar (Burma),USA,,,,,,,yes
39296,2004,Grimaldi,Ross,"Raphidiomimula, an enigmatic new cockroach in Cretaceous amber from Myanmar (Burma) (Insecta: Blattodea: Raphidiomimidae)",,journal article,"Division of Invertebrates , American Museum of Natural History , Central Park West at 79th St., New York, New York, 10024ï¿½5192, USA\nDepartment of Palaeontology , The Natural History Museum , Cromwell Road, London, SW7 5BD, UK",,Myanmar (Burma),USA,UK,,,,,,yes
39298,2004,Koteja,,Scale insects (Hemiptera: Coccinea) from Cretaceous Myanmar (Burmese) amber,,journal article,"Institute of Systematics and Evolution of Animals , Polish Academy of Sciences , ul. Slawkowska 17, Krakï¿½w, 31ï¿½016, Poland",,Myanmar (Burma),Poland,,,,,,,yes
39299,2004,Krzemiski,,"Fossil Limoniidae (Diptera, Tipulomorpha) from Lower Cretaceous Burmese amber of Myanmar",,journal article,"Institute of Systematics and Evolution of Animals , Polish Academy of Sciences , ul. Slawkowska 17, Krakï¿½w, 31ï¿½016, Poland",,Myanmar (Burma),Poland,,,,,,,yes
51702,2004,Lukashevich,Grimaldi,Eoptychopteridae (Insecta: Diptera) in Cretaceous amber from Myanmar,,journal article,"Arthropod Lab, Borissiak Paleontological Institute of Russian Academy of Sciences, Moscow, Russia\nDivision of Invertebrate Zoology, American Museum of Natural History, Central Park West at 79th Street, New York, NY 10024-5192, U.S.A",,Myanmar (Burma),Russia,USA,,,,,,yes
47381,2004,Penney,,A new genus and species of Pisauridae (Araneae) in Cretaceous Burmese amber,,journal article,"Earth Sciences, The University of Manchester, Manchester, M13 9PL, United Kingdom",,Myanmar (Burma),UK,,,,,,,yes
48332,2004,Poinar,Brown,"A new genus of primitive crane flies (Diptera: Tanyderidae) in Cretaceous Burmese amber, with a summary of fossil tanyderids",,journal article,"Department of Zoology, Oregon State University, Corvallis, OR 97331, U.S.A.\n9EuclidAvenue.Berkeley.CA 94708, U.S.A.",,Myanmar (Burma),USA,,,,,,,yes
49631,2004,Santiago-Blay,Fet,A new genus and subfamily of scorpions from Lower Cretaceous Burmese amber (Scorpiones: Chaerilidae),,journal article,"Department of Paleobiology, MRC-121 and Department ofEntomology, National Museum of Natural History, Smithsonian Institution, P.O. Box 37012, Washington, DC 20013-7012, USA\n Department of Biological Sciences, Marshall University, Huntington, WV 25755-2510, USA\n, P.O. Box 250, Borrego Springs, CA 92004, USA\nTetra Tech NUS, Inc., Pittsburgh, PA 15220, USA",,Myanmar (Burma),USA,,,,,,,yes
49632,2004,Santiago-Blay,Fet,The second Cretaceous scorpion specimen from Burmese amber (Arachnida: Scorpiones),,journal article,"Department of Paleobiology, MRC_121 and Department of Systematic Biology (Section of Entomology) , National Museum of Natural History, Smithsonian Institution , P.O. Box 37012, Washington, DC, 20013ï¿½7012, USA\nDepartment of Biological Sciences , Marshall University , Huntington, WV, 25755ï¿½2510, USA",,Myanmar (Burma),USA,,,,,,,yes
39281,2004,Szadziewski,,"Biting midges (Diptera: Ceratopogonidae) from Burmese amber, Myanmar",,journal article,"Department of Invertebrate Zoology , University of Gda_sk , Pilsudskiego 46, Gdynia, 81ï¿½378, Poland",,Myanmar (Burma),Poland,,,,,,,yes
40138,2003,Engel,,An Anteonine Wasp in Cenomanian-Albian Amber from Myanmar (Hymenoptera: Dryinidae),,journal article,"Department of Ecology and Evolutionary Biology, Snow Hall, University of Kansas, Lawrence, Kansas, USA",,Myanmar (Burma),USA,,,,,,,yes
